S/N,Order #,Tracking #,AWB,Carrier,Company,Order Sources,Creation Date,Pending Since,Delivery Date
"530",="26011535MYNJ8R","CLL3ARA115646127","","SPX Express","ARLA PH","Shopee Philippines (Arla Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"531",="260115351WBYR6","CLL3MNE115646143 $","","J&T Cargo","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"532",="2601153549KNJV","CLL3MNE115646144 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"533",="2601153513HKTV","CLL3MNE115646148 $","","J&T Cargo","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"534",="260115354RV0RE","CLL3MNE115646155 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"535",="260115357NDM4F","CLL3MNE115646164 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"536",="2601153579YCQP","CLL3MNE115646166 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"537",="582120889817007754","CLL3ARA115646168 $","","J&T Express","ARLA PH","Tiktok Philippines (Arla Tiktok)","15 Jan, 2026","10 hrs ago","16 Jan, 2026 11AM - 8PM"
"538",="26011535FG6G6R","CLL3MNE115646169","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"539",="1064919837371410","CLL3ARA115646171","","LEX PH","ARLA PH","Lazada Philippines (Arla Lazada)","15 Jan, 2026","10 hrs ago","16 Jan, 2026 11AM - 8PM"
"540",="260115356F82SJ","CLL3MNE115646198 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"541",="260115356EAYHP","CLL3MNE115646207 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"542",="260115358TJ4X4","CLL3MNE115646225 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"543",="260115359WVG81","CLL3MNE115646230 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"544",="26011535952EU1","CLL3MNE115646236 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"545",="2601153562V0JJ","CLL3MNE115646237 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"546",="260115358YCUJW","CLL3MNE115646238 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"547",="26011535AMRVPW","CLL3MNE115646239 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"548",="260115358QRME1","CLL3MNE115646243 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"549",="260115359XSUN8","CLL3ARA115646245 $","","SPX Express","ARLA PH","Shopee Philippines (Arla Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"550",="26011535M08M4C","CLL3MNE115646249","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"551",="26011535KNPRFV","CLL3MNE115646251","","J&T Cargo","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"552",="260115358F597E","CLL3ARA115646256 $","","SPX Express","ARLA PH","Shopee Philippines (Arla Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"553",="2601153586J6FK","CLL3ARA115646259 $","","SPX Express","ARLA PH","Shopee Philippines (Arla Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"554",="26011535NHTP5G","CLL3MNE115646266","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"555",="2601153597XBUG","CLL3ARA115646273 $","","SPX Express","ARLA PH","Shopee Philippines (Arla Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"556",="26011535QB2MF4","CLL3MNE115646275","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"557",="26011535V1P4NW","CLL3ARA115646282","","SPX Express","ARLA PH","Shopee Philippines (Arla Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"558",="26011535TMVYSC","CLL3MNE115646283","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"559",="260115358TMHY3","CLL3MNE115646287 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"560",="26011535SV33WS","CLL3MNE115646291","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"561",="260115359DPETU","CLL3ARA115646295 $","","SPX Express","ARLA PH","Shopee Philippines (Arla Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"562",="26011535R2VH9X","CLL3ARA115646302","","SPX Express","ARLA PH","Shopee Philippines (Arla Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"563",="582120882788468422","CLL3ARA115646319 $","","J&T Express","ARLA PH","Tiktok Philippines (Arla Tiktok)","15 Jan, 2026","10 hrs ago","16 Jan, 2026 11AM - 8PM"
"564",="582120919595713590","CLL3ARA115646326 $","","J&T Express","ARLA PH","Tiktok Philippines (Arla Tiktok)","15 Jan, 2026","10 hrs ago","16 Jan, 2026 11AM - 8PM"
"565",="26011535UGG94B","CLL3MNE115646333","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"566",="26011535W8SUDX","CLL3MNE115646354","","Shopee Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","16 Jan, 2026 11AM - 8PM"
"567",="1073278361600124","CLL3MNE115646355","","LEX PH","Monde Nissin","Lazada Philippines (Monde Nissin Lazada)","15 Jan, 2026","10 hrs ago","16 Jan, 2026 11AM - 8PM"
"568",="260115363ACXTQ","CLL3MNE115646368","","Shopee Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","16 Jan, 2026 11AM - 8PM"
"569",="26011535UDNFN4","CLL3MNE115646370","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"570",="26011535BSXX91","CLL3MNE115646373 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"571",="26011535WHCA7F","CLL3ARA115646381","","SPX Express","ARLA PH","Shopee Philippines (Arla Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"572",="26011535BXRGJF","CLL3MNE115646382 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"573",="26011535T6J24P","CLL3MNE115646383","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"574",="26011535XPKCDY","CLL3MNE115646384","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"575",="26011535D129V7","CLL3MNE115646385 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"576",="260115360PFE1U","CLL3MNE115646390","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"577",="26011535EMH8FJ","CLL3MNE115646393 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"578",="26011535WSXYK9","CLL3MNE115646394","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"579",="26011535YWNB5Q","CLL3MNE115646395","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"580",="26011535WEJPQS","CLL3MNE115646397","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"581",="26011535CY4SM9","CLL3MNE115646398 $","","J&T Cargo","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"582",="26011535X2JU1E","CLL3MNE115646401","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"583",="26011535FQU3B9","CLL3MNE115646408 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"584",="26011535C78NT0","CLL3MNE115646409 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"585",="26011535J9TWQU","CLL3MNE115646417 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"586",="26011535DVP61K","CLL3MNE115646418 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"587",="26011535WN6AEA","CLL3MNE115646421","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"588",="26011535GFQ3TQ","CLL3MNE115646422 $","","J&T Cargo","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"589",="26011535GWXT1F","CLL3MNE115646423 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"590",="26011535JNAFS2","CLL3MNE115646424 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"591",="26011535HF3QS0","CLL3MNE115646425 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"592",="26011535HSP4K8","CLL3MNE115646426 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"593",="26011535J0ARYR","CLL3MNE115646428 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"594",="26011535JVY4GJ","CLL3MNE115646434 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"595",="26011535GW1JW8","CLL3MNE115646444 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"596",="26011535GU5M78","CLL3MNE115646447 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"597",="26011535MHB4H5","CLL3MNE115646450 $","","J&T Cargo","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"598",="26011535MQ4N8S","CLL3MNE115646451 $","","J&T Cargo","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"599",="2601153667V5N5","CLL3MNE115646456","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"600",="26011535M8RUYY","CLL3MNE115646458 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"601",="26011535T0V64R","CLL3ARA115646460 $","","SPX Express","ARLA PH","Shopee Philippines (Arla Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"602",="2601153648WJP5","CLL3MNE115646468","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"603",="26011535M42MXP","CLL3MNE115646475 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"604",="26011535KG1N3X","CLL3MNE115646487 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"605",="26011535M1529S","CLL3MNE115646488 $","","J&T Cargo","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"606",="260115365VDKNK","CLL3MNE115646494","","J&T Cargo","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"607",="2601153653NAFQ","CLL3MNE115646513","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"608",="26011535Y8PJ4R","CLL3MNE115646537","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"609",="26011535NQHHSW","CLL3MNE115646542 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"610",="260115364S4XJJ","CLL3MNE115646545","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"611",="26011535R2VHB9","CLL3MNE115646548 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"612",="26011535QQE894","CLL3MNE115646549 $","","J&T Cargo","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"613",="2601153673GJM0","CLL3ARA115646554","","SPX Express","ARLA PH","Shopee Philippines (Arla Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"614",="260115364DNPAJ","CLL3MNE115646555","","J&T","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"615",="260115361MYQ0F","CLL3MNE115646560","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"616",="26011536A0Y3CB","CLL3MNE115646566","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"617",="260115368WNB3V","CLL3MNE115646568","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"618",="26011535QC0370","CLL3MNE115646570 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"619",="26011535QCY91A","CLL3MNE115646573 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"620",="260115369JMF1Q","CLL3MNE115646574","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"621",="26011535P9MFF8","CLL3ARA115646575 $","","SPX Express","ARLA PH","Shopee Philippines (Arla Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"622",="26011535RQVYM5","CLL3MNE115646581 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"623",="260115367TEJXH","CLL3MNE115646583","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"624",="26011535S39XHM","CLL3MNE115646586 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"625",="26011535U7YQFF","CLL3MNE115646599 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"626",="26011536HP1QXN","CLL3MNE115646633","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"627",="26011536ETG73B","CLL3MNE115646636","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"628",="26011536814HS1","CLL3ARA115646637","","SPX Express","ARLA PH","Shopee Philippines (Arla Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"629",="26011536BME9PN","CLL3MNE115646640","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"630",="260115366TWW5C","CLL3MNE115646644","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"631",="26011535WDJ7AU","CLL3ARA115646646 $","","J&T Cargo","ARLA PH","Shopee Philippines (Arla Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"632",="26011536821GG8","CLL3MNE115646647","","J&T","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"633",="26011536GY7P1G","CLL3MNE115646651","","J&T Cargo","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"634",="26011535YBHBNW","CLL3MNE115646655 $","","J&T Cargo","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"635",="26011535XFWRAQ","CLL3MNE115646657 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"636",="26011535YK5QWQ","CLL3MNE115646662 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"637",="26011535YAMWVG","CLL3MNE115646665 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"638",="26011535UT2E0Y","CLL3MNE115646670 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"639",="26011536NVJDTS","CLL3ARA115646694","","SPX Express","ARLA PH","Shopee Philippines (Arla Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"640",="260115360SAY4E","CLL3MNE115646700 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"641",="26011536P8XJQ1","CLL3ARA115646702","","SPX Express","ARLA PH","Shopee Philippines (Arla Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"642",="26011536P28S2C","CLL3MNE115646707","","J&T","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"643",="260115364NB4GW","CLL3MNE115646708 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"644",="26011536607K0M","CLL3MNE115646710 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"645",="26011536K4TKAP","CLL3MNE115646713","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"646",="26011536NG4PX4","CLL3ARA115646715","","SPX Express","ARLA PH","Shopee Philippines (Arla Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"647",="26011536HUTV36","CLL3MNE115646725","","J&T","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"648",="260115365TGP6B","CLL3MNE115646726 $","","J&T","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"649",="26011536JSCKCY","CLL3MNE115646733","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"650",="260115360U807A","CLL3MNE115646734 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"651",="260115365F3K7E","CLL3MNE115646737 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"652",="26011536QE3JPN","CLL3MNE115646742","","J&T","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"653",="26011536KMYRM3","CLL3MNE115646743","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
"654",="260115365VF0X5","CLL3MNE115646744 $","","SPX Express","Monde Nissin","Shopee Philippines (Monde Nissin Shopee)","15 Jan, 2026","10 hrs ago","15 Jan, 2026 11AM - 8PM"
